,Bankura, Barddhaman  ,Birbhum,Dakshin Dinajpur,Darjiling,Haora,Hugli,Jalpaiguri,Koch Bihar,Kolkata,Maldah,Murshidabad,Nadia,North Twenty Four Parganas,Paschim Medinipur,Purba Medinipur,Puruliya,South Twenty Four Parganas,Uttar Dinajpur
2013.884615,3683408,7893378,3608859,1713218,1898409,4974445,5619867,3974757,2892473,4481611,4145387,7380955,5288153,10239943,2244299,2244299,3015880,8439164,3135029
2013.923077,3683408,7893378,3608859,1713218,1898409,4974445,5619867,3974757,2892473,4481611,4145387,7380955,5288153,10239943,2244299,2244299,3015880,8439164,3135029
2013.961538,3683408,7893378,3608859,1713218,1898409,4974445,5619867,3974757,2892473,4481611,4145387,7380955,5288153,10239943,2244299,2244299,3015880,8439164,3135029
2014,3683408,7982782,3608859,1713218,1898409,4974445,5619867,3974757,2892473,4481611,4145387,7380955,5288153,10239943,2244299,2244299,3015880,8439164,3135029
2014.038462,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.076923,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.115385,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.153846,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.192308,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.230769,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.269231,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.307692,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.346154,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.384615,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.423077,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.461538,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.5,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.538462,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.576923,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.615385,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.653846,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.692308,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.730769,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.769231,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.807692,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.846154,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.884615,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.923077,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2014.961538,3727556,7982782,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2015,3727556,8073198,3663293,1731993,1924740,5037844,5670915,4026713,2929879,4474088,4225947,7523558,5349480,10357000,2106331,2106331,3059700,8581277,3201002
2015.038462,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.076923,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.115385,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.153846,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.192308,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.230769,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.269231,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.307692,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.346154,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.384615,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.423077,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.461538,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.5,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.538462,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.576923,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.615385,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.653846,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.692308,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.730769,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.769231,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.807692,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.846154,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.884615,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.923077,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2015.961538,3772233,8073198,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2016,3772233,8164638,3718549,1750974,1951436,5102052,5722426,4079349,2967770,4466578,4308072,7668915,5411518,10475396,1976845,1976845,3104156,8725782,3268363
2016.038462,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.076923,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.115385,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.153846,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.192308,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.230769,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.269231,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.307692,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.346154,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.384615,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.423077,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.461538,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.5,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.538462,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.576923,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.615385,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.653846,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.692308,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.730769,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.769231,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.807692,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.846154,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.884615,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.923077,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2016.961538,3817446,8164638,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2017,3817446,8257114,3774638,1770162,1978503,5167078,5774406,4132672,3006150,4459080,4391793,7817081,5474276,10595146,1855319,1855319,3149258,8872721,3337142
2017.038462,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.076923,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.115385,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.153846,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.192308,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.230769,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.269231,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.307692,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.346154,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.384615,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.423077,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.461538,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.5,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.538462,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.576923,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.615385,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.653846,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.692308,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.730769,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.769231,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.807692,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.846154,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.884615,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.923077,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2017.961538,3863201,8257114,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2018,3863201,8350638,3831573,1789561,2005945,5232933,5826858,4186693,3045027,4451595,4477142,7968110,5537761,10716264,1741264,1741264,3195015,9022134,3407368
2018.038462,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.076923,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.115385,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.153846,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.192308,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.230769,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.269231,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.307692,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.346154,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.384615,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.423077,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.461538,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.5,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.538462,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.576923,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.615385,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.653846,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.692308,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.730769,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.769231,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.807692,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.846154,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.884615,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.923077,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2018.961538,3909504,8350638,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2019,3909504,8445221,3889367,1809173,2033767,5299627,5879786,4241420,3084406,4444123,4564149,8122057,5601983,10838767,1634220,1634220,3241437,9174064,3479072
2019.038462,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.076923,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.115385,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.153846,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.192308,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.230769,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.269231,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.307692,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.346154,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.384615,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.423077,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.461538,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.5,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.538462,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.576923,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.615385,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.653846,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.692308,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.730769,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.769231,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.807692,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.846154,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
2019.884615,3956362,8445221,3948033,1829000,2061976,5367171,5933195,4296862,3124295,4436663,4652847,8278978,5666950,10962670,1533757,1533757,3288534,9328551,3552285
